colour,hatch,width,component lith
#015482,None,4.0,North Sea Supergroup,
#9f0052,None,3.0,Ommelanden Formation,
#ffbe00,None,2.0,Texel Formation,
#728f02,None,2.0,Upper Holland Marl Member,
#443988,None,1.0,Vlieland Claystone Formation,
#ff3f20,None,3.0,Upper Slochteren Member,
